ChEMBL ID,AlogP,PSA,HBA,HBD,Smiles,MW,pIC50
CHEMBL1257423,3.51,96.37,6,3,O=C(NCCO)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,395.47800000000007,5.698970004336019
CHEMBL3287735,4.63,95.05,6,3,CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,471.4970000000002,7.795880017344075
CHEMBL2177380,3.10,81.59,6,2,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@@H]3O)CC1)c1ccc(Cl)cc1,326.83100000000013,5.809108283077831
CHEMBL4089840,2.79,59.16,3,1,O=C(COc1cccc2c(=O)[nH]ccc12)c1ccccc1,399.87500000000017,5.889999848866887
CHEMBL209569,5.46,88.51,6,3,C[C@@H]1CN(c2ncc(C(O)CO)cc2Cl)CCN1c1nc2c(-c3cc(F)c(F)c(F)c3)cc(C(F)(F)F)cc2[nH]1,553.5710000000004,9.045757490560675
CHEMBL1229535,1.42,111.62,5,3,CC(=O)/N=c1/[nH]c(C)c(-c2ccc(Cl)c(S(=O)(=O)NCCO)c2)s1,394.4030000000002,7.795880017344075
CHEMBL3094387,5.27,49.33,2,2,O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,539.6800000000004,5.0
CHEMBL393929,4.06,54.35,5,1,O=C1N=C(NCc2cccs2)S/C1=C\c1ccc2ncccc2c1,117.14799999999998,5.943095148663527
CHEMBL3116252,3.95,65.90,5,1,O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1.O=C(O)/C=C/C(=O)O,341.8460000000001,3.3010299956639813
CHEMBL2023158,3.60,74.25,3,3,O=C(Nc1ccc(-c2ccncc2)cc1)N[C@H](CO)c1ccccc1,420.46500000000015,7.0
CHEMBL375270,3.50,72.24,3,1,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl,164.16,5.481486060122113
CHEMBL353581,1.87,91.32,4,3,O=C(CCCCCCC(=O)Nc1cccnc1)NO,264.328,6.698970004336019
CHEMBL3360305,2.60,103.02,6,2,COc1cccc(-c2cc(F)ccc2[C@H]2Cc3nc(N)nc(C)c3C(=O)N2)n1,384.51600000000025,7.552841968657781
CHEMBL3401292,5.14,99.57,8,2,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc([C@H]3C(=O)N(C)CCN3C)cc2)n1,472.6100000000002,6.795880017344075
CHEMBL565269,4.26,37.81,4,1,Cc1cccc(Nc2nc(-c3ccncc3)cs2)c1,121.16099999999997,5.6777807052660805
CHEMBL1476605,7.00,20.23,1,1,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,337.4490000000001,5.192464971931146
CHEMBL539313,1.77,33.62,3,1,CCC1(C2=NCCN2)Cc2ccccc2O1.Cl,583.6010000000002,5.200000237109354
CHEMBL2430359,3.14,129.21,8,3,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O.O=S(=O)(O)c1ccccc1,423.53800000000007,7.853871964321762
CHEMBL592374,2.85,12.03,1,1,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,507.4490000000002,7.292429823902063
CHEMBL600764,3.35,65.79,4,1,O=C(CN1CCN(C(=O)c2ccco2)CC1)Nc1cc(C(F)(F)F)ccc1Cl,570.6980000000001,5.0
CHEMBL583042,5.43,102.93,5,4,Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,397.3780000000001,7.318758762624412
CHEMBL327002,5.37,138.18,7,3,Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(C(=O)NO)c1,455.9710000000002,7.769551078621726
CHEMBL254760,5.68,81.07,7,2,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,189.12699999999998,7.5376020021010435
CHEMBL539507,3.33,12.47,2,0,C#CCN(C)CCCOc1ccc(Cl)cc1Cl.Cl,101.105,4.301029995663981
CHEMBL1553629,5.35,48.13,2,2,CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(Cl)cc12,300.266,5.0
CHEMBL473159,0.80,60.69,3,3,Oc1cc(O)cc(O)c1,108.13999999999999,3.4061603389187285
CHEMBL464859,-1.84,148.41,9,4,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,250.29399999999995,6.795880017344075
CHEMBL514344,6.33,85.47,5,2,CCOc1cc(C(=O)Nc2ccc(Cl)c(-c3nc4ccccc4[nH]3)c2)cc(OCC)c1OCC,163.173,7.522878745280337
CHEMBL1410068,5.45,68.90,5,1,CC1(C)C=Cc2c(c3c(c4c(=O)c(-c5ccc(O)cc5)coc24)OC(C)(C)CC3)O1,388.886,5.492144128304169
CHEMBL1099,0.03,55.40,3,1,CC1(C)OC(=O)NC1=O,449.63900000000024,3.0
CHEMBL99377,2.08,38.33,2,1,CCC(=O)NC1CCc2cccc(OC)c2C1,357.56300000000005,9.318758762624412
CHEMBL344151,3.15,12.03,1,1,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12.O=C(O)/C=C\C(=O)O,367.7880000000001,10.0
